,Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Latitude,Longitude,Elevation,Dominant Rock Type,Tectonic Setting
1119,344111,Zapatera,['Nicaragua'],Shield,Evidence Credible,,México and Central America,11.73,-85.82,629,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1121,344131,Esteli,['Nicaragua'],Fissure vent,Evidence Uncertain,,México and Central America,13.17,-86.4,899,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
1122,344132,"Ciguatepe, Cerro el",['Nicaragua'],Stratovolcano,Evidence Uncertain,,México and Central America,12.53,-86.142,603,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
1123,344133,"Lajas, Las",['Nicaragua'],Shield,Evidence Uncertain,,México and Central America,12.3,-85.73,926,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
1124,344140,"Azul, Volcan",['Nicaragua'],Pyroclastic cone,Evidence Credible,,México and Central America,12.53,-83.87,201,Trachybasalt / Tephrite Basanite,"['Subduction zone', 'Intermediate crust']"
1125,345010,Orosi,['Costa Rica'],Stratovolcano,Evidence Uncertain,,México and Central America,10.98,-85.473,1659,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1128,345031,Tenorio,['Costa Rica'],Stratovolcano,Evidence Credible,,México and Central America,10.673,-85.015,1916,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1130,345034,Platanar,['Costa Rica'],Stratovolcano,Evidence Credible,,México and Central America,10.3,-84.366,2267,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1136,346030,"Valle, El",['Panama'],Stratovolcano,Evidence Uncertain,,México and Central America,8.58,-80.17,1185,Dacite,"['Subduction zone', 'Continental crust']"
1145,351061,Sotara,['Colombia'],Stratovolcano,Evidence Credible,,South America,2.108,-76.592,4400,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1146,351062,Petacas,['Colombia'],Lava dome,Evidence Uncertain,,South America,1.666,-76.814,3280,,"['Subduction zone', 'Continental crust']"
1156,352005,Mojanda,['Ecuador'],Stratovolcano,Evidence Uncertain,,South America,0.13,-78.27,4263,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1166,352041,Illiniza,['Ecuador'],Stratovolcano,Evidence Credible,,South America,-0.659,-78.714,5248,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1171,352081,Licto,['Ecuador'],Pyroclastic cone,Evidence Uncertain,,South America,-1.78,-78.613,3336,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1182,353081,Genovesa,['Ecuador'],Shield,Evidence Credible,,South America,0.32,-89.958,64,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
1184,353091,Santa Cruz,['Ecuador'],Shield,Evidence Credible,,South America,-0.62,-90.33,864,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
1185,353120,San Cristobal,['Ecuador'],Shield,Evidence Credible,,South America,-0.88,-89.5,759,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
1187,354001,"Auquihuato, Cerro",['Peru'],Pyroclastic cone,Evidence Uncertain,,South America,-15.07,-73.18,4980,,"['Subduction zone', 'Continental crust']"
1188,354002,Sara Sara,['Peru'],Stratovolcano,Evidence Credible,,South America,-15.33,-73.45,5522,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1189,354003,Coropuna,['Peru'],Stratovolcano,Evidence Credible,,South America,-15.52,-72.65,6377,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1193,354007,"Chachani, Nevado",['Peru'],Stratovolcano,Evidence Uncertain,,South America,-16.191,-71.53,6057,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1194,354008,"Nicholson, Cerro",['Peru'],Pyroclastic cone,Evidence Credible,,South America,-16.261,-71.754,2525,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1201,354060,"Casiri, Nevados",['Peru'],Stratovolcano,Evidence Credible,,South America,-17.47,-69.813,5650,Trachyte / Trachydacite,"['Subduction zone', 'Continental crust']"
1202,355010,Tacora,"['Chile', 'Peru']",Stratovolcano,Unrest / Holocene,,South America,-17.72,-69.77,5980,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1206,355021,Tambo Quemado,['Bolivia'],Pyroclastic shield,Evidence Credible,,South America,-18.62,-68.75,4215,Rhyolite,"['Subduction zone', 'Continental crust']"
1208,355032,Tata Sabaya,['Bolivia'],Stratovolcano,Evidence Credible,,South America,-19.13,-68.53,5430,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1209,355035,"Jayu Khota, Laguna",['Bolivia'],Maar,Evidence Credible,,South America,-19.463,-67.432,3650,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
1210,355036,Jatun Mundo Quri Warani,['Bolivia'],Lava dome,Evidence Uncertain,,South America,-19.78,-66.48,5438,Dacite,"['Subduction zone', 'Continental crust']"
1212,355042,Pampa Luxsar,['Bolivia'],Volcanic field,Evidence Uncertain,,South America,-20.85,-68.2,5543,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1214,355061,"Azufre, Cerro del",['Chile'],Stratovolcano,Evidence Uncertain,,South America,-21.787,-68.237,5846,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1217,355091,Sairecabur,"['Chile', 'Bolivia']",Stratovolcano,Evidence Credible,,South America,-22.72,-67.892,5971,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1218,355092,Licancabur,"['Chile', 'Bolivia']",Stratovolcano,Evidence Credible,,South America,-22.83,-67.88,5916,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1219,355093,Guayaques,"['Chile', 'Bolivia']",Lava dome,Evidence Credible,,South America,-22.895,-67.566,5598,Dacite,"['Subduction zone', 'Continental crust']"
1220,355094,Purico Complex,['Chile'],Pyroclastic shield,Evidence Credible,,South America,-23.0,-67.75,5703,Dacite,"['Subduction zone', 'Continental crust']"
1221,355095,Colachi,['Chile'],Stratovolcano,Evidence Credible,,South America,-23.236,-67.645,5631,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1222,355096,Acamarachi,['Chile'],Stratovolcano,Evidence Credible,,South America,-23.292,-67.618,6023,Dacite,"['Subduction zone', 'Continental crust']"
1223,355097,"Overo, Cerro",['Chile'],Maar,Evidence Uncertain,,South America,-23.52,-67.67,4555,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1224,355098,Chiliques,['Chile'],Stratovolcano,Evidence Uncertain,,South America,-23.58,-67.7,5778,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1226,355101,Cordon de Puntas Negras,['Chile'],Stratovolcano,Evidence Credible,,South America,-23.743,-67.534,5852,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1227,355102,Miniques,['Chile'],Stratovolcano,Evidence Uncertain,,South America,-23.82,-67.77,5910,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1228,355103,"Tujle, Cerro",['Chile'],Maar,Evidence Credible,,South America,-23.83,-67.95,3550,,"['Subduction zone', 'Continental crust']"
1229,355104,Caichinque,['Chile'],Stratovolcano,Evidence Uncertain,,South America,-23.949,-67.74,4458,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1230,355105,Tilocalar,['Chile'],Stratovolcano,Evidence Uncertain,,South America,-23.97,-68.13,3116,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1231,355106,"Negrillar, El",['Chile'],Pyroclastic cone,Evidence Credible,,South America,-24.18,-68.25,3500,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1232,355107,Pular,['Chile'],Stratovolcano,Evidence Uncertain,,South America,-24.188,-68.054,6233,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1233,355108,"Negrillar, La",['Chile'],Pyroclastic cone,Evidence Uncertain,,South America,-24.319,-68.59,4220,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1236,355112,Escorial,"['Chile', 'Argentina']",Stratovolcano,Evidence Uncertain,,South America,-25.083,-68.367,5451,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1237,355120,Lastarria,"['Chile', 'Argentina']",Stratovolcano,Evidence Credible,,South America,-25.168,-68.507,5706,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1238,355121,Cordon del Azufre,"['Chile', 'Argentina']",Complex,Evidence Credible,,South America,-25.336,-68.521,5481,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1239,355122,"Bayo Gorbea, Cerro","['Chile', 'Argentina']",Complex,Evidence Credible,,South America,-25.414,-68.588,5413,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1240,355123,"Nevada, Sierra","['Chile', 'Argentina']",Complex,Evidence Credible,,South America,-26.48,-68.58,6173,,"['Subduction zone', 'Continental crust']"
1241,355124,Falso Azufre,"['Chile', 'Argentina']",Complex,Evidence Uncertain,,South America,-26.8,-68.37,5906,,"['Subduction zone', 'Continental crust']"
1242,355125,"Incahuasi, Nevado de","['Chile', 'Argentina']",Stratovolcano,Evidence Uncertain,,South America,-27.033,-68.296,6638,Dacite,"['Subduction zone', 'Continental crust']"
1244,355131,"Solo, El","['Chile', 'Argentina']",Stratovolcano,Evidence Credible,,South America,-27.105,-68.713,6205,Dacite,"['Subduction zone', 'Continental crust']"
1245,355150,Tuzgle,['Argentina'],Stratovolcano,Evidence Uncertain,,South America,-24.05,-66.48,5486,Dacite,"['Subduction zone', 'Continental crust']"
1246,355160,Aracar,['Argentina'],Stratovolcano,Evidence Credible,,South America,-24.29,-67.783,6095,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1247,355161,Unnamed,['Argentina'],Pyroclastic cone,Evidence Credible,,South America,-25.078,-68.266,4652,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1248,355180,Antofagasta Volcanic Field,['Argentina'],Pyroclastic cone,Evidence Uncertain,,South America,-26.12,-67.4,3495,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1249,355190,"Condor, El",['Argentina'],Stratovolcano,Evidence Credible,,South America,-26.632,-68.361,6373,,"['Subduction zone', 'Continental crust']"
1250,355200,Peinado,['Argentina'],Stratovolcano,Evidence Credible,,South America,-26.623,-68.116,5741,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1252,355220,Tipas,['Argentina'],Complex,Evidence Credible,,South America,-27.196,-68.561,6658,,"['Subduction zone', 'Continental crust']"
1253,356011,Easter Island,['Chile'],Shield,Evidence Credible,,South America,-27.15,-109.38,511,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
1257,357022,Palomo,['Chile'],Stratovolcano,Evidence Credible,,South America,-34.608,-70.295,4860,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1258,357023,"Atuel, Caldera del",['Argentina'],Caldera,Evidence Credible,,South America,-34.65,-70.05,5189,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1259,357024,Risco Plateado,['Argentina'],Stratovolcano,Evidence Uncertain,,South America,-34.917,-69.981,4999,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1263,357042,Calabozos,['Chile'],Caldera,Evidence Credible,,South America,-35.558,-70.496,3508,Dacite,"['Subduction zone', 'Continental crust']"
1267,357062,San Pedro-Pellado,['Chile'],Stratovolcano,Evidence Credible,,South America,-35.989,-70.849,3621,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1269,357064,"Blancas, Lomas",['Chile'],Stratovolcano,Evidence Credible,,South America,-36.286,-71.009,2268,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
1270,357065,"Resago, Volcan",['Chile'],Pyroclastic cone,Evidence Credible,,South America,-36.45,-70.92,1890,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1272,357067,Domuyo,['Argentina'],Stratovolcano,Evidence Uncertain,,South America,-36.638,-70.432,4702,Dacite,"['Subduction zone', 'Continental crust']"
1276,357081,Trolon,['Argentina'],Lava dome,Evidence Uncertain,,South America,-37.738,-70.906,2360,Dacite,"['Subduction zone', 'Continental crust']"
1279,357092,"Mariñaqui, Laguna",['Chile'],Pyroclastic cone,Evidence Credible,,South America,-38.255,-71.167,2108,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1282,357101,Tralihue,['Argentina'],Stratovolcano,Evidence Credible,,South America,-38.509,-70.898,2448,Trachyandesite / Basaltic Trachyandesite,"['Intraplate', 'Continental crust']"
1283,357102,"Blanca, Laguna",['Argentina'],Volcanic field,Evidence Credible,,South America,-39.02,-70.37,1700,Basalt / Picro-Basalt,"['Intraplate', 'Continental crust']"
1294,357152,"Pantojo, Cerro","['Chile', 'Argentina']",Stratovolcano,Evidence Credible,,South America,-40.768,-71.943,1897,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
1298,358011,Tronador,"['Chile', 'Argentina']",Stratovolcano,Evidence Uncertain,,South America,-41.157,-71.885,3478,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1304,358025,Crater Basalt Volcanic Field,['Argentina'],Pyroclastic cone,Evidence Credible,,South America,-42.018,-70.194,1344,Trachybasalt / Tephrite Basanite,"['Intraplate', 'Continental crust']"
1310,358051,Palena Volcanic Group,['Chile'],Pyroclastic cone,Evidence Credible,,South America,-43.78,-72.47,2991,,"['Subduction zone', 'Continental crust']"
1312,358053,Puyuhuapi,['Chile'],Pyroclastic cone,Evidence Credible,,South America,-44.3,-72.53,524,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
1314,358055,Cay,['Chile'],Stratovolcano,Evidence Uncertain,,South America,-45.059,-72.984,2090,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1322,358064,Meullin,['Chile'],Volcanic field,Evidence Credible,,South America,-45.22,-73.05,1080,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
1329,360040,Nevis Peak,['Saint Kitts and Nevis'],Stratovolcano,Evidence Uncertain,,West Indies,17.15,-62.58,985,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
1332,360080,"Diables, Morne aux",['Dominica'],Lava dome,Evidence Credible,,West Indies,15.612,-61.43,861,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
1333,360090,"Diablotins, Morne",['Dominica'],Stratovolcano,Evidence Uncertain,,West Indies,15.503,-61.397,1430,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
1341,360170,St. Catherine,['Grenada'],Stratovolcano,Evidence Credible,,West Indies,12.15,-61.67,840,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
1343,370020,Helgrindur,['Iceland'],Pyroclastic cone,Evidence Credible,,Iceland and Arctic Ocean,64.866,-23.283,986,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
1349,371051,Hromundartindur,['Iceland'],Stratovolcano,Evidence Uncertain,,Iceland and Arctic Ocean,64.083,-21.333,550,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
1353,371090,Hofsjokull,['Iceland'],Subglacial,Evidence Credible,,Iceland and Arctic Ocean,64.833,-18.766,1765,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
1357,372040,Tindfjallajokull,['Iceland'],Stratovolcano,Evidence Uncertain,,Iceland and Arctic Ocean,63.783,-19.716,1464,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
1362,373040,Tungnafellsjokull,['Iceland'],Stratovolcano,Evidence Credible,,Iceland and Arctic Ocean,64.75,-17.916,1523,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
1370,374020,Esjufjoll,['Iceland'],Stratovolcano,Unrest / Holocene,,Iceland and Arctic Ocean,64.25,-16.583,1620,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
1376,382002,Corvo,['Portugal'],Stratovolcano,Evidence Credible,,Atlantic Ocean,39.699,-31.111,718,Basalt / Picro-Basalt,"['Intraplate', 'Oceanic crust']"
1393,383050,Fuerteventura,['Spain'],Fissure vent,Evidence Credible,,Atlantic Ocean,28.358,-14.02,529,Basalt / Picro-Basalt,"['Intraplate', 'Intermediate crust']"
1396,384020,Brava,['Cape Verde'],Stratovolcano,Evidence Credible,,Atlantic Ocean,14.85,-24.72,900,Foidite,"['Intraplate', 'Intermediate crust']"
1397,385030,Romanche Fracture Zone,['Undersea Features'],Submarine,Evidence Uncertain,,Atlantic Ocean,-0.433,-19.596,-1528,,"['Rift zone', 'Oceanic crust']"
1398,385050,Ascension,['United Kingdom'],Stratovolcano,Evidence Credible,,Atlantic Ocean,-7.95,-14.37,858,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
1404,390011,Young Island,['Antarctica'],Stratovolcano,Evidence Uncertain,,Antarctica,-66.42,162.47,1340,Trachybasalt / Tephrite Basanite,"['Rift zone', 'Oceanic crust']"
1405,390012,Sturge Island,['Antarctica'],Stratovolcano,Evidence Uncertain,,Antarctica,-67.4,164.83,1167,Trachybasalt / Tephrite Basanite,"['Rift zone', 'Oceanic crust']"
1408,390016,Unnamed,['Antarctica'],Submarine,Evidence Uncertain,,Antarctica,-76.83,163.0,-500,,"['Intraplate', 'Continental crust']"
1409,390017,Morning,['Antarctica'],Shield,Evidence Uncertain,,Antarctica,-78.5,163.53,2723,Phonolite,"['Intraplate', 'Continental crust']"
1411,390021,Royal Society Range,['Antarctica'],Pyroclastic cone,Evidence Uncertain,,Antarctica,-78.25,163.33,3000,Trachyandesite / Basaltic Trachyandesite,"['Intraplate', 'Continental crust']"
1413,390023,Andrus,['Antarctica'],Shield,Evidence Uncertain,,Antarctica,-75.8,-132.33,2978,Trachyte / Trachydacite,"['Intraplate', 'Continental crust']"
1414,390024,Waesche,['Antarctica'],Shield,Evidence Uncertain,,Antarctica,-77.17,-126.88,3292,Trachybasalt / Tephrite Basanite,"['Intraplate', 'Continental crust']"
1415,390025,Siple,['Antarctica'],Shield,Evidence Uncertain,,Antarctica,-73.43,-126.67,3110,Basalt / Picro-Basalt,"['Intraplate', 'Continental crust']"
1416,390026,Toney Mountain,['Antarctica'],Shield,Evidence Uncertain,,Antarctica,-75.8,-115.83,3595,Trachybasalt / Tephrite Basanite,"['Intraplate', 'Continental crust']"
